country,age,men 1980 [%],men 2000  [%],men 2050 [%],women 1980 [%],women 2000 [%],women 2050 [%],men 1980,men 2000,men 2050,women 1980,women 2000,women 2050
GREECE,45 - 49,6.95266362821832,6.49541345497528,6.06788219114632,7.17166330425033,6.40007388252678,5.73794492965835,329093,351144,318339,352069,352737,307459
GREECE,40 - 44,6.58038926871254,7.10367866992969,6.20739016772789,6.93706143281305,7.08421301682388,5.83582959446262,311472,384027,325658,340552,390443,312704
GREECE,35 - 39,5.76531947756942,7.22056666352203,5.99495453458107,5.92526065516601,7.06585124936224,5.61208521956491,272892,390346,314513,290881,389431,300715
GREECE,30 - 34,6.84160033397157,8.06739881206727,5.53211361541812,6.79074336017834,7.70631768180146,5.15571313317335,323836,436126,290231,333369,424730,276261
GREECE,25 - 29,6.95838897589586,8.01965582876899,5.05509125964133,6.52261238564254,7.42769781901394,4.68028666303246,329364,433545,265205,320206,409374,250786
GREECE,20 - 24,7.4889660296742,8.10184183217629,4.7399736385392,6.9916735381637,7.25777889383778,4.35768717479477,354478,437988,248673,343233,400009,233500
GREECE,15 - 19,7.89694458687391,7.12683799386981,4.58228140049311,7.14962290962542,6.33773096454437,4.20224744683388,373789,385279,240400,350987,349301,225171
GREECE,10 - 14,8.4981483465048,5.79112583540972,4.47014512146191,7.67356097815353,5.23221466865719,4.10438144450145,402246,313070,234517,376708,288371,219927
GREECE,5 - 9,7.673275746054,5.30383664167606,4.30073032492454,6.92657085681321,4.90143069376273,3.95599613089634,363202,286727,225629,340037,270140,211976
GREECE,0 - 4,7.83852913916757,4.87516717443299,4.04912419145321,7.05954654638016,4.55170434215884,3.73212111869575,371024,263553,212429,346565,250865,199980
HUNGARY,85+,0.379635194034695,0.74967549055166,2.52346729194168,0.839731146971058,1.71254053436047,4.48436464864793,19697,36420,106878,46376,91670,201039
HUNGARY,80 - 84,0.987259661067126,0.936641511438006,3.04498103232238,1.7587529333372,1.78401626343719,4.47548688298971,51223,45503,128966,97131,95496,200641
HUNGARY,75 - 79,2.03644590376767,2.42537106054998,4.90564799286389,3.0404040038242,4.09347067533542,6.34793703478166,105659,117827,207772,167913,219118,284585
HUNGARY,70 - 74,3.3705175504905,3.4410763709778,6.68714818540937,4.47857215285222,5.00785934114547,7.76300380762462,174876,167171,283225,247339,268064,348024
HUNGARY,65 - 69,4.41640798072316,4.23163202419381,6.45899772935637,5.41883347336095,5.43964672382981,6.99030360620194,229141,205577,273562,299267,291177,313383
HUNGARY,60 - 64,3.44699581875113,4.66896331118614,6.70870477925977,4.02013862734305,5.66418064640512,6.84163449034264,178844,226823,284138,222021,303196,306718
HUNGARY,55 - 59,5.97594403826072,5.79341479450205,6.79826026718371,6.61214039458818,6.21274659219939,6.61759359016397,310056,281450,287931,365170,332560,296674
HUNGARY,50 - 54,6.34960436758755,6.72892417656113,6.10535625871974,6.55771069328157,6.71679433036433,5.72582426039067,329443,326898,258584,362164,359541,256695
HUNGARY,45 - 49,6.29293952164848,8.17080415355627,6.23235835983834,6.34120505837703,7.88224476383306,5.67813415240759,326503,396946,263963,350207,421926,254557
HUNGARY,40 - 44,6.08435892207273,7.43275871935171,6.48666950152797,6.16033403829997,6.98666845013494,5.82577719484911,315681,361091,274734,340218,373987,261176
HUNGARY,35 - 39,6.87851481053319,6.32619488022277,6.52973546777455,6.50795260306516,5.76431392080429,5.83666249545516,356885,307333,276558,359416,308556,261664
HUNGARY,30 - 34,7.52486025562399,7.19840793791485,6.32554989973705,6.93363052988383,6.36516961194246,5.65390989737035,390420,349706,267910,382925,340719,253471
HUNGARY,25 - 29,8.81360002559555,8.04970747835266,5.89755824943458,8.04216038473795,7.04665500686922,5.27497652299408,457285,391063,249783,444146,377198,236483
HUNGARY,20 - 24,7.73371068779944,8.72799706552065,5.43561437354956,6.97864458093114,7.54720928937881,4.85013751614393,401256,424015,230218,385411,403992,217437
HUNGARY,15 - 19,6.40948793096603,7.10042728621178,5.16175354981379,5.67041240548136,6.17194601919794,4.5839160761168,332550,344946,218619,313161,330376,205502
HUNGARY,10 - 14,7.07221606961064,6.59224528426945,5.04256659936822,6.24034895848423,5.73143433816576,4.4726986400066,366935,320258,213571,344637,306796,200516
HUNGARY,5 - 9,7.86224737404696,6.20563339345283,4.9333433757626,6.96968160616508,5.37762387476167,4.37731842404045,407925,301476,208945,384916,287857,196240
HUNGARY,0 - 4,8.36525388742044,5.22012506118645,4.72228708613642,7.42934640901585,4.49547961783463,4.20032075947278,434023,253599,200006,410302,240637,188305
IRELAND,85+,0.468110005851375,0.626692867385416,3.43862960496626,0.868794326241135,1.44760306304416,5.40542204452943,8000,11800,93568,14700,27600,149261
IRELAND,80 - 84,0.883557636044471,1.11530086568591,3.45604913336009,1.41843971631206,1.82523864470786,4.04915040632741,15100,21000,94042,24000,34800,111810
IRELAND,75 - 79,1.70275014628438,1.95974294970524,5.02678344365701,2.32860520094563,2.72736808979335,5.38669911491605,29100,36900,136783,39400,52000,148744
IRELAND,70 - 74,2.75014628437683,2.67141112114292,6.26963371950296,3.16193853427896,3.20465750550719,6.41446844262889,47000,50300,170602,53500,61100,177124
IRELAND,65 - 69,3.77998829724985,3.36183546656753,6.56253169692667,4.0839243498818,3.46165949858387,6.57975171294888,64600,63300,178572,69100,66000,181688
IRELAND,60 - 64,3.9672322995904,3.97259546444315,6.04060734618997,4.16666666666667,3.92845903702927,5.91568525198094,67800,74800,164370,70500,74900,163351
IRELAND,55 - 59,4.36512580456407,4.68426363588082,5.6703137426114,4.55082742316785,4.51589216406168,5.49936262367274,74600,88200,154294,77000,86100,151855
IRELAND,50 - 54,4.41193680514921,6.05980137022678,5.90628587724598,4.43853427895981,5.81139200671352,5.71726565555604,75400,114100,160715,75100,110800,157872
IRELAND,45 - 49,4.54651843183148,6.36252589091295,6.36742562890378,4.39125295508274,6.25721179062205,6.18964842901221,77700,119800,173263,74300,119300,170916
IRELAND,40 - 44,4.88004681100059,6.88831058473631,6.70916443593803,4.66903073286052,6.86037973355712,6.47237553054336,83400,129700,182562,79000,130800,178723
IRELAND,35 - 39,5.58221181977765,7.33974188751394,6.47440505328024,5.34869976359338,7.44781286058953,6.26117219300914,95400,138200,176174,90500,142000,172891
IRELAND,30 - 34,6.74663545933294,7.30256519199108,5.8386657670252,6.51891252955083,7.34291408790517,5.69249489374647,115300,137500,158875,110300,140000,157188
IRELAND,25 - 29,7.18548858981861,7.75399649476871,5.1892554584864,7.06855791962175,7.51599706283437,5.05026581490012,122800,146000,141204,119600,143300,139454
IRELAND,20 - 24,8.06904622586308,8.35944553614106,5.07533027278835,7.85460992907801,8.10343018986678,4.85014413396492,137900,157400,138104,132900,154500,133928
IRELAND,15 - 19,9.61380924517261,8.97020553401668,5.44617512726546,9.29078014184397,8.41812650791986,5.10259585995104,164300,168900,148195,157200,160500,140899
IRELAND,10 - 14,10.1579871269748,8.03547718944182,5.67053424297082,9.73404255319149,7.54222175600545,5.2925774629525,173600,151300,154300,164700,143800,146145
IRELAND,5 - 9,10.4681100058514,7.25476658346168,5.57858559309452,10.0768321513002,6.82366516311759,5.20761809569336,178900,136600,151798,170500,130100,143799
IRELAND,0 - 4,10.4212990052662,7.28663232248128,5.27962385578689,10.0295508274232,6.76072589950698,4.91330233366651,178100,137200,143663,169700,128900,135672
ICELAND,85+,0.698066624939147,0.843531033698603,2.58533537797467,1.16504167808431,1.55159645674898,3.81249720245289,803,1187,4552,1318,2179,6814
ICELAND,80 - 84,1.0631824188052,1.22656660839409,2.93008462543307,1.55663004181068,1.76379275969125,3.59372901839667,1223,1726,5159,1761,2477,6423
ICELAND,75 - 79,1.72386814103902,2.10776162253585,4.20230590106208,2.17274085336209,2.6161383121137,4.62882144935321,1983,2966,7399,2458,3674,8273
ICELAND,70 - 74,2.35499687043605,2.90225841754431,5.01448287612881,2.73316302627973,3.22780483636674,5.25659102099279,2709,4084,8829,3092,4533,9395
ICELAND,65 - 69,2.93831281730301,3.33717079549169,5.47793491225081,3.33955042473636,3.57386994787661,5.50948927979947,3380,4696,9645,3778,5019,9847
ICELAND,60 - 64,3.52945267403853,3.39189016330533,5.78406315669904,3.74263009484748,3.47916488649634,5.72378138847858,4060,4773,10184,4234,4886,10230
ICELAND,55 - 59,4.2735934348703,4.41876661123666,6.27250525359232,4.35078538659407,4.42550343216839,6.25419632066604,4916,6218,11044,4922,6215,11178
ICELAND,50 - 54,4.76476110995201,5.85141915035745,5.98511955472255,4.75209716341522,5.51781594462958,6.01360726914641,5481,8234,10538,5376,7749,10748
ICELAND,45 - 49,4.86038667501217,6.72124390625222,5.92832396206054,4.87850153364743,6.48836480674471,5.85694463094759,5591,9458,10438,5519,9112,10468
ICELAND,40 - 44,4.63436261214271,7.5661962222317,6.04475492701766,4.6486754059525,7.30724315702526,5.93247840293631,5331,10647,10643,5259,10262,10603
ICELAND,35 - 39,5.77491480631477,7.5932005855683,6.12540466859772,5.70145586012428,7.6476117234897,5.97556062844098,6643,10685,10785,6450,10740,10680
ICELAND,30 - 34,7.39098685583142,7.25493540272034,6.19469529164537,6.93367748322711,7.19046398359395,5.99010787341659,8502,10209,10907,7844,10098,10706
ICELAND,25 - 29,8.40983378538146,7.56264301652951,6.23445220650877,7.99264556391376,7.37204135691703,6.00857168434716,9674,10642,10977,9042,10353,10739
ICELAND,20 - 24,9.63731831142639,7.74385650734092,6.27648094507866,9.2018845742471,7.59634281808083,6.0018575712815,11086,10897,11051,10410,10668,10727
ICELAND,15 - 19,9.99982613533625,7.69837547435296,6.2435395013347,9.76672648038965,7.42971887550201,5.89946734703012,11503,10833,10993,11049,10434,10544
ICELAND,10 - 14,9.31479936017804,7.79502266945238,6.19299142386551,9.04984575131045,7.42687060297929,5.81498142428718,10715,10969,10904,10238,10430,10393
ICELAND,5 - 9,9.3652201126643,8.22851376511889,6.22593286760947,8.99504105932166,7.89754763735794,5.84519493308267,10773,11579,10962,10176,11091,10447
ICELAND,0 - 4,9.26611725432923,7.75664804786879,6.28159254841824,9.01890761873613,7.48810846221766,5.88212255494383,10659,10915,11060,10203,10516,10513
ITALY,85+,0.495511898648364,1.32290304457093,5.70689724978939,1.13884967999094,2.88487702331571,9.63732596079233,136128,364756,1465917,329830,847320,2588728
ITALY,80 - 84,0.946269457308764,1.41271027238806,5.98116695137884,1.63191845224448,2.36986730083208,7.16288635814354,259961,389518,1536368,472631,696056,1924057
ITALY,75 - 79,1.97463282512982,3.23391613008825,7.24568221138049,2.93876943602719,4.62910543072686,7.81101902218627,542475,891668,1861181,851117,1359619,2098155
ITALY,70 - 74,3.28773498849528,4.34869431526631,7.02810708707521,4.1988344598794,5.28805258067319,7.1004847239221,903213,1199039,1805293,1216053,1553159,1907295
ITALY,65 - 69,4.42826994973391,5.19335084142685,6.49261720824269,5.15106858441914,5.69068311240411,6.29529814370588,1216543,1431931,1667743,1491836,1671416,1691010
ITALY,60 - 64,3.61430152871652,5.92744024266884,6.2639546599104,4.06190870142892,6.07727747034023,5.90740806648153,992928,1634337,1609007,1176397,1784963,1586817
ITALY,55 - 59,5.82453983656785,5.82384385888043,6.28227538233705,6.26094204479851,5.78847313018214,5.86516913664759,1600129,1605773,1613713,1813274,1700138,1575471
ITALY,50 - 54,6.3043121853091,6.89210087003336,6.14885645367497,6.33545774968855,6.65159720290996,5.70307082157362,1731933,1900317,1579442,1834855,1953647,1531929
ITALY,45 - 49,6.4495062571627,6.65892196291573,6.30103991316928,6.35280480966574,6.39243084425586,5.83501442735314,1771821,1836024,1618533,1839879,1877527,1567371
ITALY,40 - 44,6.75490230194921,7.16988599211436,6.17091061698712,6.57637609420448,6.78118719165264,5.67713777158039,1855720,1976909,1585107,1904629,1991709,1524963
ITALY,35 - 39,6.33043678051802,8.17571461249044,5.69552563266056,6.08904593932396,7.67555286326394,5.23429911297503,1739110,2254240,1462996,1763490,2254394,1406010
ITALY,30 - 34,7.31241142863133,8.40626770453096,5.19197827986091,6.93566464376376,7.79783634904193,4.76687878208926,2008880,2317809,1333651,2008685,2290310,1280454
ITALY,25 - 29,6.92134331015984,7.99145420504156,4.80021614247963,6.52261885360242,7.38191043330491,4.39180259491325,1901445,2203435,1233020,1889060,2168148,1179703
ITALY,20 - 24,7.44160750745954,6.65691996026025,4.52576346724928,6.89928208584585,6.06977008961463,4.08841643698209,2044373,1835472,1162522,1998148,1782758,1098209
ITALY,15 - 19,8.47195833926054,5.64184295805177,4.36799736517957,7.74139138337279,5.05749257705603,3.91429718903012,2327433,1555591,1121997,2242037,1485441,1051438
ITALY,10 - 14,8.57884458890727,5.17198889280222,4.19831851117074,7.79466867944125,4.60820392946862,3.77236902395088,2356797,1426041,1078412,2257467,1353480,1013314
ITALY,5 - 9,8.10133998752775,5.08041903221233,3.94592778536491,7.29712157582019,4.52097531532361,3.54846844603774,2225616,1400793,1013581,2113369,1327860,953171
ITALY,0 - 4,6.76207682851418,4.89483846359208,3.65276508208898,6.07327682648244,4.34910906967857,3.28865398163526,1857691,1349624,938277,1758923,1277381,883381
JAPAN,85+,0.298825728873552,1.05462879187897,4.97539730720807,0.601256566981679,2.44053393809795,10.8475775445653,172105,655038,2364592,357547,1581834,5756547
JAPAN,80 - 84,0.725892761072817,1.47713043748745,4.97807796254708,1.1370831575835,2.62520855679278,6.56481025581324,418069,917457,2365866,676185,1701531,3483786
JAPAN,75 - 79,1.47486961653786,2.62387691769497,7.05033184998127,1.99847050346407,3.90019273138586,8.09305214043956,849433,1629710,3350719,1188423,2527913,4294787
JAPAN,70 - 74,2.28979110570104,4.30948812672792,7.10949353457073,2.86877713780538,4.99006874619408,7.37078631867543,1318777,2676656,3378836,1705965,3234317,3911498
JAPAN,65 - 69,3.03007604867811,5.41823958243373,7.00210740750498,3.73632760438893,5.79080062526808,6.8368953919343,1745135,3365310,3327800,2221868,3753312,3628175
JAPAN,60 - 64,3.38157761475899,6.05127800392215,6.57442504992878,4.23813679561815,6.15790964321744,6.17516747183181,1947578,3758495,3124541,2520277,3991254,3277012
JAPAN,55 - 59,4.36419606433467,6.9239206267049,6.35053772599461,5.21856906395582,6.86483773320711,5.81627604242975,2513505,4300500,3018137,3103307,4449450,3086557
JAPAN,50 - 54,6.16380219881078,8.40836219628533,6.41493657788297,6.14537965975437,8.08214397146689,5.76492077149701,3549966,5222498,3048743,3654450,5238448,3059304
JAPAN,45 - 49,7.00867658096833,7.21043618140006,6.44009560134337,6.82531733303118,6.87148587753785,5.68433107964729,4036561,4478457,3060700,4058786,4453759,3016537
JAPAN,40 - 44,7.22736343231852,6.33313092075312,6.10574802361636,7.02932251395392,5.98758816601921,5.33800664477245,4162511,3933556,2901799,4180101,3880860,2832751
JAPAN,35 - 39,7.98455471806334,6.61090402945293,5.77392960422333,7.74992669417756,6.20776532571996,4.99737495100823,4598606,4106083,2744100,4608620,4023568,2651986
JAPAN,30 - 34,9.42139244264427,7.16048026715627,5.41974643946268,9.00038268523285,6.70396467463999,4.6455933237281,5426135,4447429,2575772,5352224,4345180,2465304
JAPAN,25 - 29,7.89897427966557,8.01334853971527,5.04213173792398,7.56323206291825,7.4535464193448,4.28072272598971,4549317,4977152,2396308,4497599,4831022,2271676
JAPAN,20 - 24,6.88176701892873,6.95136031493672,4.66588892593084,6.52868372709284,6.35550563781616,3.94825232376806,3963469,4317543,2217496,3882388,4119326,2095242
JAPAN,15 - 19,7.3397887886101,6.18757966010529,4.37791836886878,6.81071418427684,5.64485619156616,3.70195505990748,4227261,3843153,2080636,4050102,3658718,1964538
JAPAN,10 - 14,7.98472313906041,5.41157246109547,4.14494753700798,7.34273527906669,4.93315297818275,3.51275480222096,4598703,3361169,1969915,4366477,3197427,1864134
JAPAN,5 - 9,8.9364545668126,4.97627915187132,3.90240293607929,8.22546905174225,4.53907647015288,3.3078801914864,5146841,3090805,1854644,4891409,2942006,1755412
JAPAN,0 - 4,7.58727389416032,4.87797896029745,3.67187499342461,6.98021093410931,4.45136385624092,3.11364861345385,4369797,3029750,1745084,4150896,2885155,1652338
KOREA,85+,0.057928638654637,0.168831664347592,4.60356231429519,0.254594984688458,0.571158247884805,9.23046018165623,11143,39957,1001348,48088,133316,2084737
KOREA,80 - 84,0.175324718534295,0.405260219508628,4.8182822497114,0.451428546923267,0.917693592767717,6.45074051576755,33725,95912,1048053,85266,214202,1456926
KOREA,75 - 79,0.38390004936645,0.910221416366552,6.58192343640166,0.815399629363323,1.68226831173632,7.61032112460936,73846,215420,1431673,154013,392664,1718822
KOREA,70 - 74,0.844261950777449,1.49327945863671,6.98069428487757,1.39556573342526,2.43688644808855,7.27759300507624,162400,353411,1518412,263595,568802,1643674
KOREA,65 - 69,1.36960706884312,2.51443701503995,7.68314868016545,1.90863117129311,3.36795545003368,7.50811353543463,263454,595086,1671207,360503,786126,1695738
KOREA,60 - 64,1.98696842169179,3.60126471002442,6.77081997224111,2.40187983516976,4.13323706923107,6.10261307223731,382208,852303,1472761,453668,964753,1378300
KOREA,55 - 59,2.74595679624632,4.14571165164117,7.93049611545639,3.19053767307448,4.39234813491015,6.85890672680816,528205,981156,1725009,602630,1025233,1549112
KOREA,50 - 54,3.15631281277722,5.04548381741504,7.33089397142922,3.80021451671081,5.02010124353604,6.44141148308729,607140,1194103,1594586,717786,1171759,1454819
KOREA,45 - 49,4.46911415294949,6.26668557926095,6.31573140170443,4.74597177610656,6.16211784223889,5.5991862356078,859667,1483122,1373772,896421,1438321,1264599
KOREA,40 - 44,5.77514164261768,8.64147531080394,5.86135082538794,5.65267257230886,8.46258111465913,5.2279465231687,1110891,2045158,1274937,1067679,1975280,1180753
KOREA,35 - 39,6.07642982831538,9.21364466776179,5.46394539433669,5.8805416486063,8.96481016387147,4.86479167720998,1168846,2180572,1188495,1110719,2092507,1098733
KOREA,30 - 34,6.86283072298351,9.19818417123182,4.90170143883735,6.38021766049932,8.87300738749297,4.40377275468182,1320116,2176913,1066198,1205098,2071079,994610
KOREA,25 - 29,8.23663310829386,9.43161273936463,4.82205668643074,7.88022515201287,9.08583148303984,4.34902501424924,1584377,2232158,1048874,1488420,2120755,982245
KOREA,20 - 24,10.8032778158319,8.40778899730673,4.66836217490308,10.6698053725959,7.98810111260955,4.20971382096413,2078090,1989852,1015443,2015317,1864530,950781
KOREA,15 - 19,12.1855332179647,8.39582707719841,4.26599158958035,11.51899358107,7.94903309329858,3.87378451935801,2343977,1987021,927921,2175712,1855411,874910
KOREA,10 - 14,11.9870900702734,6.97716278888766,3.94490701599285,11.3977793036111,6.335167018246,3.58087414585887,2305805,1651269,858080,2152817,1478713,808755
KOREA,5 - 9,12.0319544830518,7.93183049194421,3.65940604801764,11.3510513187737,7.04439359142246,3.3235929731087,2314435,1877208,795979,2143991,1644256,750647
KOREA,0 - 4,10.851734500827,7.2512982232598,3.39672640023097,10.3044895237669,6.61330869493279,3.08715269111599,2087411,1716148,738842,1946316,1543635,697246
Luxembourg,85+,0.495752696321998,0.777826366080816,3.28635550393923,1.22609359378192,2.18348897412613,5.6606496864578,883,1672,10470,2281,4833,18433
Luxembourg,80 - 84,0.947712968733332,0.992752072497883,3.55849210584136,1.75878046420624,2.04930808744799,4.27074568380452,1688,2134,11337,3272,4536,13907
Luxembourg,75 - 79,2.12786264899249,1.92177076452144,4.07074923883361,3.3686666164977,3.52800856589095,4.60087091642765,3790,4131,12969,6267,7809,14982
Luxembourg,70 - 74,3.3574191664842,3.52766586961174,4.31746131391444,4.61787376772487,4.38233872315818,4.59964254346905,5980,7583,13755,8591,9700,14978
Luxembourg,65 - 69,4.12097937825987,4.13569162347994,4.90756144260649,5.1602360808007,4.57976985944891,4.90919252903567,7340,8890,15635,9600,10137,15986
Luxembourg,60 - 64,3.86383924811777,4.68742731138176,5.49232555949653,4.39910125888259,4.80521182056808,5.47332281027166,6882,10076,17498,8184,10636,17823
Luxembourg,55 - 59,4.88004805937804,5.30661803701188,6.16999905835086,5.97727346026081,5.04285204411253,6.0067437675427,8692,11407,19657,11120,11162,19560
Luxembourg,50 - 54,6.91078135790201,6.58314647512537,6.48670705295207,6.50243498640063,5.94778240106983,6.24873324038645,12309,14151,20666,12097,13165,20348
Luxembourg,45 - 49,6.97029413911393,7.29816987504536,6.46850183621583,6.35300314989411,6.7682284960446,6.14769956454179,12415,15688,20608,11819,14981,20019
Luxembourg,40 - 44,7.00734926703834,8.20904548795579,6.43899682978122,6.35461572366936,7.70930185278053,6.15261305637618,12481,17646,20514,11822,17064,20035
Luxembourg,35 - 39,7.2105910292904,9.01431907628467,6.53033679650962,6.32128919898085,8.43216184835301,6.23399276488327,12843,19377,20805,11760,18664,20300
Luxembourg,30 - 34,8.2762066777832,8.75798993291713,6.62199064628519,7.15391479160172,8.35897227380129,6.32519945705915,14741,18826,21097,13309,18502,20597
Luxembourg,25 - 29,8.16391841134561,7.28886573191042,6.50710945101855,7.72261580967329,7.03071703193686,6.18792877893586,14541,15668,20731,14367,15562,20150
Luxembourg,20 - 24,8.08868527283242,5.9793075856679,6.10910574719859,7.75110461303605,5.67264381525506,5.76721104061615,14407,12853,19463,14420,12556,18780
Luxembourg,15 - 19,7.92755161049446,5.78810744424492,5.78925892212562,7.41730184155925,5.3550372047004,5.41313253530037,14120,12442,18444,13799,11853,17627
Luxembourg,10 - 14,7.44751927147373,6.1291042901404,5.68787469788757,6.84483815134542,5.70878681503368,5.29582291775429,13265,13175,18121,12734,12636,17245
Luxembourg,5 - 9,6.32912813775525,6.76457726625667,5.73338773972818,5.68701018071577,6.24415499925455,5.32745352143818,11273,14541,18266,10580,13821,17348
Luxembourg,0 - 4,5.87604498267953,6.83994082564966,5.82378605731504,5.38545888474398,6.20304233700637,5.37904518569928,10466,14703,18554,10019,13730,17516
MEXICO,85+,0.240646860849207,0.304536285978654,1.84980546207292,0.372452762701272,0.456438666219435,3.26444217797078,81167,148057,1253006,126038,229659,2366410
MEXICO,80 - 84,0.388482488906472,0.422589168297348,2.13378836262987,0.460670858235326,0.555360640684794,3.19391292258684,131030,205451,1445368,155891,279432,2315283
MEXICO,75 - 79,0.661339330366837,0.806595279715335,3.5281880731463,0.825830475866487,0.99346496470177,4.64961429559184,223061,392144,2389895,279461,499866,3370528
MEXICO,70 - 74,0.936654021047254,1.18349896574658,4.6457885305731,1.12578322999802,1.36618972003668,5.45164368190331,315921,575384,3146926,380965,687404,3951923
MEXICO,65 - 69,1.19685397671702,1.65455863918106,5.35149848361705,1.37727262142702,1.81686275734237,5.80131025745917,403683,804400,3624954,466069,914162,4205398
MEXICO,60 - 64,1.48408137929873,2.08755976152059,6.05405064341551,1.65018341018716,2.21899003392857,6.21722138819707,500561,1014913,4100843,558422,1116494,4506894
MEXICO,55 - 59,2.14080445968291,2.72172839259854,6.61417584615314,2.31585133757108,2.81790194189602,6.58261278590407,722065,1323228,4480256,783684,1417839,4771768
MEXICO,50 - 54,2.61649167610374,3.39283045844171,6.7846228667014,2.74415812578701,3.50836432565902,6.61334647418421,882508,1649499,4595712,928623,1765248,4794047
MEXICO,45 - 49,3.23048553699529,4.28253625080591,6.80487024134472,3.31386268485375,4.44954312508575,6.53783035748995,1089600,2082049,4609427,1121411,2238806,4739305
MEXICO,40 - 44,3.84733453515934,5.36192596055778,6.75966020845539,3.91602883168189,5.5645692503806,6.4259605046654,1297655,2606818,4578803,1325184,2799836,4658210
MEXICO,35 - 39,4.72323609737898,6.12083029471363,6.62355179047394,4.77843732605642,6.44513640382918,6.24541819184383,1593085,2975776,4486607,1617023,3242897,4527334
MEXICO,30 - 34,5.7053351278894,7.0022118717462,6.42335744225066,5.75728200440686,7.66593131214088,6.01623225425748,1924334,3404279,4351001,1948264,3857145,4361196
MEXICO,25 - 29,7.13396517550823,8.83992176019205,6.19254032390514,7.22883359678884,9.3341000698931,5.76838179840593,2406192,4297722,4194652,2446237,4696491,4181528
MEXICO,20 - 24,8.89543959567224,9.99545531164437,6.00181640283001,8.94954597512364,10.0078459059851,5.54281288719737,3000314,4859510,4065461,3028526,5035489,4018012
MEXICO,15 - 19,10.9365247541884,10.7127488535692,6.18602986658272,10.7819811799032,10.2153469355404,5.58634411693695,3688745,5208238,4190242,3648622,5139894,4049568
MEXICO,10 - 14,13.4744275168109,11.4012316012884,6.17778181101347,13.0943839355064,10.6148149872088,5.51917806151831,4544746,5542959,4184655,4431139,5340888,4000879
MEXICO,5 - 9,15.9072357302137,11.8296561535481,6.01270702497684,15.4049663599251,10.9756606787666,5.36393286147923,5365300,5751247,4072838,5213040,5522449,3888341
MEXICO,0 - 4,16.4806617372114,11.8795849904545,5.85576661985781,15.9024752839805,10.993478280701,5.21980498240831,5558709,5775521,3966531,5381397,5531414,3783862
NETHERLANDS,85+,0.627967989754716,0.745549582442729,2.67351641097352,1.12337609594717,2.09121577289826,4.62367085896063,44092,58735,220842,80079,168289,399532
NETHERLANDS,80 - 84,0.999319649122957,1.21820275775281,3.48409881074147,1.72754899646107,2.30499846907532,4.30685615216642,70166,95971,287799,123147,185493,372156
NETHERLANDS,75 - 79,1.79852185689502,2.2935915485002,4.26815693316887,2.77431628285807,3.42570492122697,4.79660197247707,126281,180691,352565,197765,275681,414475
NETHERLANDS,70 - 74,2.66000529525761,3.11333432596085,4.50660909691918,3.63579714615701,3.84201205255247,4.74188616542991,186769,245271,372262,259175,309183,409747
NETHERLANDS,65 - 69,3.45668662998725,3.88122437431146,4.98365869659144,4.18725151411469,4.20496049419044,5.10653091252148,242707,305766,411668,298485,338391,441256
NETHERLANDS,60 - 64,3.96694266665926,4.61248113595176,5.63309793995586,4.42343278450227,4.59310954660771,5.660887213108,278534,363375,465314,315321,369627,489158
NETHERLANDS,55 - 59,4.89705936599046,5.58172732674366,6.13307633072033,5.23379434694041,5.31291752491232,6.08640445281126,343841,439733,506614,373087,427553,525927
NETHERLANDS,50 - 54,5.1367416961089,7.51024265934813,6.37554769121964,5.21349532708707,7.10626158134578,6.28058307515566,360670,591663,526643,371640,571871,542706
NETHERLANDS,45 - 49,5.51414629922307,7.32196076684157,6.60571934118586,5.31125888573111,6.98009698507249,6.46880174812837,387169,576830,545656,378609,561718,558970
NETHERLANDS,40 - 44,5.97750270352952,7.87101579686728,6.36390170545898,5.54676679540482,7.51482710492202,6.20964231855686,419703,620085,525681,395397,604750,536576
NETHERLANDS,35 - 39,6.83477044460082,8.54809692868098,6.31441231898331,6.23698958381117,8.05289990933745,6.11253564830883,479895,673426,521593,444599,648051,528185
NETHERLANDS,30 - 34,8.87212009837956,8.52486792151541,6.4095292733716,8.18589188660662,8.007481648786,6.13210511313893,622945,671596,529450,583525,644396,529876
NETHERLANDS,25 - 29,8.38764248095495,7.35632192662147,6.45450311651179,7.8905250151401,7.05823379009233,6.11144781288953,588928,579537,533165,562470,568006,528091
NETHERLANDS,20 - 24,8.71394599663286,6.15622002363266,6.28972815581699,8.26515205396762,5.89377420650385,5.86567801714915,611839,484992,519554,589175,474297,506854
NETHERLANDS,15 - 19,9.14058595628749,6.03888180383015,6.07036717662445,8.59692248902738,5.63212526145012,5.5625769802684,641795,475748,501434,612825,453241,480663
NETHERLANDS,10 - 14,8.91194134711752,6.29369004964534,5.89562896615727,8.38224667643881,5.8985459197875,5.39479572591778,625741,495822,487000,597522,474681,466165
NETHERLANDS,5 - 9,7.649923939421,6.48457409869231,5.77975019723724,7.2078635064165,6.06267297460653,5.28622049289823,537130,510860,477428,513807,487889,456783
NETHERLANDS,0 - 4,6.45421831073876,6.44801697266124,5.75869783836219,6.05741269843274,6.01816183663244,5.25277534011348,453175,507980,475689,431798,484307,453893
NEW ZEALAND,85+,0,0.755095575034322,5.25324571245392,0,1.70570264765784,7.304450107822,0,14300,131100,0,33500,186300
NEW ZEALAND,80 - 84,1.08633394097777,1.17277431618967,3.94293957364962,2.3007154656152,1.92209775967413,4.74808861007646,16823,22210,98400,35990,37750,121100
