#, x, y, x, y, x, y
0, 10.0, 17.521911482324192, 10.0, 9.983884849068117, 10.0, 9.773513480528807
1, 20.0, 19.725866775109957, 20.0, 9.774093301313702, 20.0, 7.175239466170244
2, 30.0, 18.222316420295638, 30.0, 8.807152105958101, 30.0, 9.318106349124484
3, 40.0, 20.152114451753, 40.0, 7.212927717235594, 40.0, 9.371078532705669
4, 50.0, 20.70801859301013, 50.0, 7.554804938557011, 50.0, 9.54738027131618
5, 60.0, 20.899434200061254, 60.0, 9.278126982974253, 60.0, 9.260031280771912
6, 70.0, 20.926876321415435, 70.0, 8.895394704142307, 70.0, 8.729392871540387
7, 80.0, 19.29221608195272, 80.0, 9.27839229999408, 80.0, 9.102150795821643
8, 90.0, 23.787914324377255, 90.0, 9.543108857581089, 90.0, 9.165941244886941
9, 100.0, 23.565213561133447, 100.0, 9.887635286523347, 100.0, 9.806839246359615
10, 200.0, 24.38070956935722, 200.0, 9.656643423590364, 200.0, 9.802233000934931
11, 300.0, 22.200827575076353, 300.0, 9.09277367384733, 300.0, 9.361868518298216
12, 400.0, 22.88976914663967, 400.0, 9.553419775828711, 400.0, 9.704471523521729
13, 500.0, 25.562464025898507, 500.0, 9.309622077581004, 500.0, 9.865077019950737
14, 600.0, 25.981799853499258, 600.0, 9.384226225415441, 600.0, 9.923541136411803
15, 700.0, 29.14385302298816, 700.0, 9.696989755770637, 700.0, 9.740307225817705
16, 800.0, 27.491397312416456, 800.0, 9.881302187950576, 800.0, 9.940306528193357
17, 900.0, 25.798258479728936, 900.0, 9.92773183113708, 900.0, 10.243597591109463
18, 1000.0, 31.100833649747884, 1000.0, 9.993294121749928, 1000.0, 12.406463697679236
19, 1500.0, 35.44647035159687, 1500.0, 10.25901154172325, 1500.0, 10.276027179921815
20, 2000.0, 41.23487192510673, 2000.0, 8.395490753170098, 2000.0, 10.93041156407947
21, 2500.0, 48.54159104918091, 2500.0, 12.41134176396071, 2500.0, 10.402279440208147
22, 3000.0, 62.39519251963439, 3000.0, 10.203343177944955, 3000.0, 10.983737988957744
23, 3500.0, 75.75016463503707, 3500.0, 10.445279443400446, 3500.0, 10.590854388450456
24, 4000.0, 88.49259711437087, 4000.0, 10.70963456029853, 4000.0, 10.9898278954761
25, 4500.0, 103.70802104049169, 4500.0, 11.505643135501721, 4500.0, 11.406178084255789
26, 5000.0, 121.48420958029527, 5000.0, 12.90408300283043, 5000.0, 13.991115038676146
27, 0.0, 0.0, 5500.0, 10.770978036624737, 5500.0, 11.328829414635209
28, 0.0, 0.0, 6000.0, 13.488771010415073, 6000.0, 10.862564362690183
29, 0.0, 0.0, 6500.0, 13.558249655339626, 6500.0, 11.317176619638294
30, 0.0, 0.0, 7000.0, 13.644672700889064, 7000.0, 11.730233262921203
31, 0.0, 0.0, 7500.0, 14.365586991501853, 7500.0, 12.19660240388392
32, 0.0, 0.0, 8000.0, 11.897084027681295, 8000.0, 12.174727538613201
33, 0.0, 0.0, 8500.0, 14.020034050288766, 8500.0, 12.479639952877253
34, 0.0, 0.0, 9000.0, 9.96708991793724, 9000.0, 13.041636460397902
35, 0.0, 0.0, 9500.0, 12.394677113123883, 9500.0, 12.529730274638464
36, 0.0, 0.0, 10000.0, 12.500522101250626, 10000.0, 15.791592719261025
37, 0.0, 0.0, 15000.0, 13.500546217281213, 15000.0, 16.56005765839941
38, 0.0, 0.0, 20000.0, 16.56910414632449, 20000.0, 16.42090958153349
39, 0.0, 0.0, 25000.0, 15.276570677449484, 25000.0, 16.82170240470827
40, 0.0, 0.0, 30000.0, 18.89513679189252, 30000.0, 21.879946117596862
41, 0.0, 0.0, 35000.0, 20.141115947227036, 35000.0, 25.757914188192245
42, 0.0, 0.0, 40000.0, 21.542407380635026, 40000.0, 25.368430319020565
43, 0.0, 0.0, 45000.0, 22.34848779505144, 45000.0, 29.547791759476794
44, 0.0, 0.0, 50000.0, 21.60525840475844, 50000.0, 31.14133694793876
45, 0.0, 0.0, 55000.0, 26.642533139142596, 55000.0, 32.81064848454809
46, 0.0, 0.0, 60000.0, 27.98954073021367, 60000.0, 34.31444117448024
47, 0.0, 0.0, 65000.0, 29.60086079261734, 65000.0, 40.36833066637615
48, 0.0, 0.0, 70000.0, 30.306648430162006, 70000.0, 40.768261448675766
49, 0.0, 0.0, 75000.0, 34.34932462121111, 75000.0, 43.043123293988444
50, 0.0, 0.0, 80000.0, 33.57790495365529, 80000.0, 47.92890261220684
51, 0.0, 0.0, 85000.0, 64.85144944158091, 85000.0, 47.918954946386535
52, 0.0, 0.0, 90000.0, 37.818267308225664, 90000.0, 50.309515470337374
53, 0.0, 0.0, 95000.0, 38.59849715482651, 95000.0, 52.70049815444772
54, 0.0, 0.0, 100000.0, 42.44600583745467, 100000.0, 51.251593961590736
55, 0.0, 0.0, 200000.0, 71.52820671401483, 200000.0, 130.5268458260477
56, 0.0, 0.0, 300000.0, 96.90443862429183, 0.0, 0.0
